BV1VA411w7jG 【亮记生物鉴定】网络热传生物鉴定34
BV1nq4y1o7GD 【水水劳斯】揭秘网络热门视频里的科学原理｜第二十一集
BV1aq4y1K7Dh 侦探挑战赛（89），这个招牌一个字也没有，却是蹭流量的高手
BV1LF411Y7mg 博物杂志把西周云梦泽复原出来了
BV15P4y1L7VY 人体变异概率：白化病17000分之一，狼人综合征10亿分之一
BV1Cf4y1c7iu 平板车我都不敢站上去！姥姥却在上面晃来晃去探究偏心力飞行器？是掌握了物理规律不慌吗！
BV1yT4y197n7 电流的走向使你更加清楚知道
BV1TQ4y1C7MR 用巴克球制作钢铁侠面具，钕磁铁靠近瞬间，场面差点失控！
BV1SL411471m 癌症真的太可怕了！
BV1gS4y1d7mK 冬天多少天洗一次澡合适？洗澡那些你该知道的真相...【人体调查组】
BV17f4y1u7qT 【医学博士】人类会变成三体人吗？脱水再恢复可能实现吗？
BV1vQ4y1y7bW 【科学八卦史】一个精神病医生是怎么酿成近代最大医学惨剧的
BV1Kq4y1K7NW 为什么电梯扶手速度比踏板快？
BV1uL4y1h7NP 恒河水到底有多脏？小伙使用国产测水仪测试，结果不敢相信
BV1uA411w7g4 东北铁栏杆是甜的？冬天舔铁，为什么会粘舌头？
BV1cu411f7wa 明明鹿角会自然脱落，人类为什么还年年割鹿茸？还说为了鹿好？
BV1kP4y1b7Cu 清朝皇帝批奏折会写些什么？
BV16P4y157wN 你知道吗 香蕉是带有辐射的！
BV1Pv41137tw 最长的徒步路线
BV1gh411b7tw 外国美女体验中国十大酷刑滴水刑，导致精神奔溃，失声痛哭。
BV1BL411G7k5 狮子的爪子是怎么伸缩的？
BV1QU4y1w7jC 槟榔终于被禁，我也差点沦陷！
BV1VY41147P2 少林武僧秀72绝技之一，用一根针击穿玻璃，老外不服挑战惨遭打脸
BV12q4y1g7jW 30秒猜出你的年龄！
BV1wb4y1m7De 揭秘传说中的彭罗斯阶梯，现实世界版，阶梯悖论是真的吗？
BV1Qb4y127dV “旋轮线”是什么？将小球从等高轨道推下，有趣的现象发生了
BV1Jq4y157sj 首次发现！这颗行星围绕“三颗恒星”旋转
BV14h411t7KU 被赋予爵士的企鹅！
BV1xR4y1t7ES 爆肝2万字带你穿越整个宇宙！去134亿光年之外！
BV1ch411p74t 治疗鼻炎原来这么简单！
BV1QL4y1Y7de 专业补漏的“安徽补漏帮”是如何登上黑名单的？补漏咋惹了众怒？
BV1HP4y1Y7gM 【网络热门军事视频鉴定】第十二期
BV15v411G74P 化学课本上的拉瓦锡在看什么？
BV1tS4y197Vb 宇宙天体大小排名：你认识几个呢？ 宇宙
BV1zq4y1r7QW 风力等级大小，你经历过哪一级？
BV1JP4y1Y7D8 将无人机放在真空环境会怎样？还能飞起来吗？结局让人意外！
BV1Nq4y1Z7rT 【科学八卦史】死亡率300%的手术背后是人菜瘾大还是和死神赛跑
BV1Yh41147ic 云南发现的巨型大蘑菇究竟是什么？
BV1v3411y7Zd 生殖器尺寸最长的动物
BV1uP4y187F9 默默发展了二十年，如今的龙芯咋样了？【差评君】
BV1QQ4y1U7wf 如何找金矿？
BV19U4y1w7fE 【毛发科普】阴毛：我这毛可不兴刮啊？！
BV1Z341127Pm 为什么打完耳洞一年内不能献血？
BV1mf4y177hV 数学告诉我们，两点之间直线最短，物理告诉我们，两点之间曲线最快
BV1vP4y1G7Uy 给动物们走的桥
BV1p341117VG 一般没有几个人知道？你不知道的冷知识
BV1W64y1h7zn 华农兄弟夏日安全玩水指南
BV1sf4y1J7z9 把家里的盐换一下，每年可以拯救40万生命！
BV1S34y1S71i 【鹅】断手揭秘，鹅的攻击性到底强不强？
BV1AR4y1J71t 为什么没有鸟类，能下出“圆形的蛋”？
BV11b4y1y79n 你们要的不正经的知识
BV1Sq4y1d7yu 为什么蚝油瓶如此反人类，却不改进？
BV14P4y1L793 【吹就完了】空间站这东西啊！就不能太整洁，电线越乱才越科学！
BV1HT4y1f7ZW 【女生勿进】男人的咪咪居然还能这么用？
BV1eq4y1o7P7 花费近千万，就造了个球？
BV11v411w7UV 【苦楝皮】蛔虫特别的怕它！极苦！口感甚好！
BV1bh411J7YV 有些人耳朵上有小孔，那是什么？
BV1W44y1Y7Gg 没事干可以去法院旁听庭审，既能打发时间还能感悟人生！
BV1xT4y197KH 【收藏向】究极版人生必看神级自然纪录片推荐 ！
BV1MQ4y1B7WM 怎么少长痘？怎么消痘快？教你最简单的祛痘方法！【老爸评测】
BV1o3411i7VL 人 类 的 阴 茎 骨 哪 去 了 ？ | 夹性芝士
BV1kL411x7ZW 【小魔】为啥五仁月饼这么难吃呢？
BV1qq4y137E5 用薯片筒做骨灰盒
BV1jL4y1a7Dq 马路中间的那条线叫什么？
BV1uU4y1g7ss 印度火箭升空又失败了——印度航天趣事一箩筐
BV16g411A7Na 一次性抽完600根烟，实验结果有点吓人，看完你还敢抽烟吗？
BV1jU4y1P7MU 如果你被闪电击中，身上会出现什么？
BV1PQ4y1k7Rj 古代没有冰箱，夏天的冰块是如何制作和保存的？古人的快乐你不懂
BV1T3411k7R7 你正在慢慢失去这些器官
BV1o34y127Xi 好不容易下班了，结果有三个病人投诉我
BV1m341187RK 颠覆你认知的硬币悖论，曾经三十万人，只有三个人答对
BV1NL4y1z7BW 被封的主播，你知道几个？
BV1pL4y1a7yX 李云龙是怎么用大拇指瞄准你的？
BV1qv411u7XS 南方菜市场vs北方菜市场，到底哪个更好？！
BV1PR4y1n72h 【杨希川教授】耳朵上摸起来硬硬的包，该怎么治？
BV1tq4y1K7mc “完美人体”成功问世，这样的人类你能接受吗？
BV1kY411x7ii 病死率不到1%的新冠病毒感染症，后遗症危害到底有多大？
BV1s44y187fF 你在生活中还遇到了哪些强盗逻辑？
BV1iP4y1Y7ot 色彩测试 只有拥有完美色觉的人才可以看到这些单词
BV12L411t7Ms 社死瞬间，护士姐姐给你私处剃毛，如何避免尴尬？
BV1tf4y1u7Nv 黑科技材料，打造真人“毒液”战衣，简直是酷毙了！（下集）
BV1Fq4y1o7V9 【小魔】为啥吃菠萝前，一定要泡盐水呢？
BV1nf4y1n7pn 为什么在水里呆久了手指会皱？
BV11S4y197Gm 趴手臂上睡觉为什么能看到五颜六色的光斑？
BV1kf4y1g7tJ 细思极恐！为什么说人类可能永远都飞不出银河系，是谁设定了物理限制？
BV1R341127MR 金属银由于优秀的导热性，可以快速切冰
BV1fQ4y1r7JG 16岁少年连续手淫42次死亡，精尽人亡是真的吗？
BV1Bf4y1c7jf 如何理解亲密关系中的性同意？有多少人的初次性行为，是在稀里糊涂的情况下发生的？ | 夹性芝士
BV1iP4y187cb 比魔术还神奇的小实验，为什么火焰能悬浮在半空？
BV1Eg411T7wR 居然有人拿鹅擦屁股
BV16R4y147Bw 你听说过古代有种死法叫：“吞椒自尽”吗？
BV1Kh411s7rb 给黑人美颜！国产手机在非洲套路有多深？连苹果和三星都被打败了
BV1BP4y1b7G1 研究了几百年，却只画出了设计图，“永动机”还需多久能造出来？
BV1Yq4y167AS 一颗糖丸， 拯救亿万中国儿童【了不起的医生】
BV1uQ4y1e7Z1 被直肠喂食的总统
BV1AF411Y7kb 我国共有四级战备，你知道是哪四级吗？
BV1DT4y1o7j1 玻璃放水中，裁剪更容易？水中剪玻璃的启发
BV1vP4y1871j 人工模拟龙卷风
BV1Sr4y127Lc 老头被老太太一棍送走，法医却说，不对劲？
BV16L4y1p7R8 【进化之路1】为什么我们叫碳基生命？因为一切生命物质都是基于碳元素搭建！
BV1mf4y1g7Bd 【鬼谷说】环节动物：生于混沌 遁入幽冥
BV18b4y1a7MQ 企鹅号被永久冻结了怎么办？
BV1WL411375c 惹怒俄罗斯，普京给土耳其一份血腥答复：24小时25轮轰炸
BV1k44y147na 【顾中一】8分钟看懂营养成分表，你看对了吗？
BV1vL4y1v7iz 不想结婚生子的人可以考虑器官捐赠，大家来做邻居啊
BV1Lf4y1E7Hh 多久交一次作业，对女人最好？
BV1CR4y1J7dp 喝了20000多斤高度白酒会怎样？
BV1gb4y187vs 【人间冷暖】这位患者，让我面临了巨大职业挑战……
BV1RS4y1d7UJ 再做3组迷宫实验，看看遇到岔路的时候，黏菌的反应会一致吗？
BV1PY41147BC 一种专门由女性使用的文字
BV1Fq4y1V7WW 【汪品先】世界上真的有海怪吗？
BV1vU4y1M7ZV 圆周率中会出现10个连续的9？希尔伯特至死都不知道！
BV1Bq4y1P7aM 福寿螺四处泛滥，体内还长6000条寄生虫，日本为何还将其视为珍宝？
BV1G341127g2 打破认知!亚洲一哥银环蛇被超越?黑曼巴进不了30?世界长虫毒性排行榜!
BV1Th411p7pQ 一位男性自13岁起每天喝下3升朗姆酒，这是他的肝脏发生的变化
BV1pq4y1g7Q8 女生不知道的男生小秘密，日常篇！
BV1Lf4y1M7Ep 病毒危机！什么装备能扭转末世败局？
BV1HL411u7cg 女性自wei频繁，对身体有害处吗？
BV1ni4y1o7N3 为啥有些人后脑勺会凸起一块？
BV1Ch411J772 船是怎么通过三峡大坝的？
BV1o3411C7xA 【稀土死斗2】国际资本组团掠夺稀土，中企十年一剑以牙还牙，大连湾战事拉响
BV1fq4y1P7m2 测测？
BV11R4y177VJ 中国59%的女生都是B罩杯，H罩杯大都集中在四川！
BV1Lb4y117bN 世界4大恐怖禁岛，太平洋小岛不仅会哭泣还能致幻？诡异娃娃岛
BV1N34y1o7H7 你的心脏向你求救，你该怎么做？
BV13v411A7oD 2块的月饼和50块的有什么区别？买回来我就傻眼了【老爸评测】
BV1Tf4y1A7p4 人类首次发现，镇馆之宝虾琥珀亮相！
BV13g411N7qS 打飞机过度的信号
BV1cF411e76a 潜水时往水环中间投东西会发生什么？神奇的一幕来了！
BV1oU4y1P75K 一张人民币成本是多少？白纸是如何变成钱的？藏在人民币里的秘密
BV1a3411C7mQ 你家WIFI密码比发射核导弹密码还要复杂
BV1AU4y1c7Di 警惕！爬行的活硫酸！
BV1WS4y197J6 这样的书太值得称赞了，不仅写得有意思，光冲着插画就想买
BV1cQ4y1S78b 就是这个实验，让爱因斯坦质疑了世界的真实性！？
BV1h34y1d7xL 花圈当街自动行走，司机惊恐驾车避让！揭秘逃跑的花圈
BV1sh411H7Gf 逐渐上头的救护车声音
BV1GT4y1R7C6 不可思议的“柱体错觉”，把圆柱放在镜子前，有趣的现象发生了
BV1FL411s7Md 【小魔】别看槟榔是“零食”，它会逼人割脸保命！
BV1mq4y1T7LA 【探谜】圆周率已算至62.8万亿位！为何要计算圆周率？如果算尽了会怎样？
BV1w341127yi 吐槽热门龟类两爬营销号谣言视频【四】
BV1oF411Y78g 细思极恐！太阳系有层保护膜？是谁在监视我们？
BV1ch411p7z6 【深度】金融vs科技？从世界500强看，中美的真实差距
BV1TT4y1d7Hi 一元纸币上有隐藏的五角星
BV18Q4y1k7Eu 睡觉的时候小丁丁在干嘛呢？
BV1Kf4y1J7JV 不可思议的小实验，一根火柴就能引发“火山爆发”
BV1jh411s72t 【水果猎人】盒马榴莲品种造假？
BV1qT4y1Z7Pj 世界上名字最长的城市
BV1Eq4y1P7ds 网络热门长虫视频(12)主人发现狗狗脖子上挂了条长虫!疑似摆拍？蛇是国家二级保护动物!
BV1Eb4y1U7oF 侦探挑战赛（78），鉴定一下网络热门地理视频，精绝古城在哪里？
BV1jf4y1K7od 一直不喝水，第几天会死？
BV13U4y1u7hw 侦探挑战赛（117），美国纽约市中心有林则徐铜像，真的假的？
BV1R3411t7qV 【水水劳斯】揭秘影子相互吸引里的科学原理；是手指头？光的衍射？还是勾股定理？黑滴效应呢？
BV17h411b7KT 11.13 女性来例假
BV1QL4y187AA 银行售出的金条能被磁铁吸引？问题出在哪？从科学的角度分析
BV1VP4y1V7rR 人类的体温为什么是36℃而不是26℃？
BV1QF411b7Fd 乒乓球速度超过子弹，杀伤力有多强？
BV1Sf4y1j7Rc 便便的诞生
BV1xL4y1Y7Ck 鲁伯特之泪为啥这么硬？它是如何被发现的？为什么只能用玻璃液做
BV1iL4y1i7YB 关于全球的男人都在冲，但唯独10%冲过头这件事【疾病4】
BV1PL4y1z7N6 今年已确定是“双峰拉尼娜年”，你知道拉尼娜吗？超级寒冬来袭了
BV12h411x7Jp 盘点三大入侵植物，入侵他国耗费65亿难消灭，在我国当菜又当柴？
BV1yL4y1p7NQ 侦探挑战赛（121），火车直接横穿马路,，为何没有铁轨？
BV1M34y1X7PF 世界避孕日，适合学习一些用不到的避孕知识，万一哪天用上了呢？| 夹性芝士
BV1DS4y197og 比黄金还贵的蓝色
BV1UY411x7Xr 绝对零度有多冷？科学史上的大力出奇迹，物理降温挑战绝对零度
BV1P3411z75n 脖子的皮可以盖住嘴巴！世界上超有弹性的皮肤，轻松拉伸16厘米
BV1gQ4y1z7XG 26岁攻克世界难题，青橙奖最年轻得主陈杲获百万奖金！
BV1iq4y197rr 为什么买东西不叫买南北？
BV1Wg411F73h 【基德】因为农耕文明，所以中国人只会种田？
BV13Q4y1k7GV 鱼梯是什么？为了帮助鱼类跃过大坝，工程师想了一个妙招
BV1Vg411F74i 为什么手术室的医生都穿绿衣服、洞洞鞋？
BV1Dq4y1V7tq 背上长了一个硬包，挤出来臭臭的
BV1rF411Y7uF 用门吸器还原神舟十二号与中国空间站对接全过程
BV13R4y1J7Mn 越吃越胖？！别被忽悠了，如何辨别市场上的假0糖？“代糖”对身体有害吗
BV16h411H7NB 导弹锁定皮卡，司机逆天逃脱！婴儿导弹的攻击与飞行原理
BV1kh41147PJ 侦探挑战赛（116），时速4000公里的高速列车？你又被忽悠了
BV1ah411b7Xh 人类如果从地球上突然消失，地球将会发生什么？
BV1kq4y1R7Vi 不管你问什么，万能网友都能为你解答（158）
BV1cb4y117yU 你还在无效体检？99%的人都不知道体检怎么查才高效省钱？
BV1Sq4y1d7sA 11岁男孩患上恶性肿瘤，忍痛说出一句，妈妈瞬间崩溃
BV1t341127pe 【盘点国内那些离谱的专利申请VOL.01】
BV1534y1U7YN 不可思议的“结构色”，为什么牛肉切片后会出现彩虹？
BV1kP4y1h71M 只愿相信中国？埃及花3200亿建新首都，各国相争为何点名要中国？
BV1P3411b7gD 长颈鹿真是个神奇的物种
BV1pv411G7W4 关灯！带让看看宇宙射线的轨迹
BV1ZU4y1u7t8 大 便 制 作
BV1DA411F7M2 圆珠笔头究竟有多难造？中国真的造不出来吗？答案并不简单
BV1VQ4y1S7eY 将摩托车的机油换成水会怎样？老外亲测，机油：真当我没用？
BV1Pq4y1N7Lr 镧: 一块钱打火机里的稀土老大哥
BV12M4y1P7fQ 每年都要重建的酒店
BV1zf4y1j7BW 注意啦，这种套路基本上是个坑！（原创陈翔六点半）
BV1kq4y1N7P4 妈妈，可乐也许没有你想的这么糟糕【丁香较真】
BV1Fv411w7bY 网络热门蛇伤视频(2)男子被蛇咬后暴怒!竟然抓起毒蛇反咬?
BV1xL41137nc 【删减片段】在“雨林小卖部”消费完毕，狐主任看到了如此巨物...
BV1kf4y1T7mu 风滚草为什么喜欢在美国？霸占公路淹没小镇，在中国却很难长大
BV1kQ4y1i77M 如果把你在可乐中泡 30 天会怎样？【又见阿诺德】
BV1NR4y1t7SR 峨眉山猴子泛滥成灾，猴王攻击游客被击毙，人猴大战愈演愈烈？
BV1764y1Y7qj 禁欲一个月 会发生什么，
BV193411i7uD 第一次为什么放不进去?
BV1uQ4y1z7Lr 国内三块一斤的岩盐没人买，日本3万一斤，中国土豪抢着买！
BV1h64y1h7VF 如果你活了1000年会怎样？【又见阿诺德】
BV12h411b76u 为什么受伤之后不能立即拔刀？小哥将铅笔插入水袋，看反应便知！
BV1uh411b7xi 小夫妻新婚6个月，惨遭妻子吐槽：每次不超60秒，都没正常过1次！
BV1BL4y1B7Sk 四川一年吃掉3亿只兔子，肉美低脂繁殖快，为何它不是主要肉食？
BV18T4y1f76G 【探谜】掐胳膊肘为啥不会疼？说起来你可能不敢相信！
BV1bf4y1u7U1 买到高铁无座票，怎么抢座位？
BV1r64y1Y7yT 《文明系列》E3应许之地：你将如何带领人类殖民星际？
BV1Wf4y1M7LG 蒙娜丽莎背后居然是男人?是否为过度解读？
BV1Gf4y1u7hd 【网络热门神秘生物1】真的有远古生物隐藏在某处吗？世界上那些神秘的水怪都是什么玩意？
BV1244y1a7Fm 日本视频产业如此发达，为什么AV演员患病率却那么低？
BV1jf4y137wh 『痔疮术后换药篇』我差点离开这个美丽的世界...
BV1nL4y1v7be 冰糖葫芦是谁发明的？
BV11L411W7Dk 【汪品先】南北极冰盖并不是一直存在的
BV1eM4y1P7c6 吃木乃伊可以大补？
BV1mL411G7Yg 网络热门长虫视频(14)小伙开船偶遇巨型海蛇!海蛇直接靠到船上!太吓人了!
BV1aT4y1o7V6 比魔术还神奇的小实验，为什么泡沫能在手里燃烧手却没事？
BV1y34y1S73o 骡子生育，鱼能上树，一百年前的西瓜居然猪都不吃
BV1Pf4y1w7PC “四个翅膀”的鸟
BV1cL4y187pu 不同动物眼中的世界，也许会颠覆你的认知
BV1Wh411t79c 【网络热门军事视频鉴定青春版】第15.5期（三哥返场）
BV1LP4y1a7se 【龙女生物学】我们地球的垃圾太好吃辣！我长得比航母都大
BV1Gu411Z71S 可以吹泡泡的树叶！
BV1744y147Bh 为什么全世界的柠檬都读Lemon？这背后有一个刻在8号染色体上的上古故事……|自说自话的总裁
BV1AQ4y1k7NW “盲目”进化的物种多可怕？捕鸟树以“杀鸟为乐”，忘记播种？
BV15L411t7rN 世界上超稀有的血液，全世界只有43个人拥有，人们叫它“黄金血”
BV1Lq4y1S7pw 少有人用过的检测试纸，对你的健康有多重要?
BV1744y1Y7oQ 1923年巨大天空之墙分开海洋，这段视频究竟是真还是假？
